Format,2.0E,
Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,
Trigger Address,1079,Trigger Address,1079,
Trigger Level,2.200E+01,Trigger Level,2.200E+01,
Source,CH1,Source,CH2,
Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,16,Vertical Units Extend Div,16,
Label, ,Label, ,
Probe Type,0,Probe Type,0,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Scale,5.000E-01,Vertical Scale,1.000E+01,
Vertical Position,-4.000E-02,Vertical Position,0.000E+00,
Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-02,Horizontal Scale,5.000E-02,
Horizontal Position,1.960E-01,Horizontal Position,1.960E-01,
Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000E-05,Sampling Period,5.000E-05,
Horizontal Old Scale,5.000E-02,Horizontal Old Scale,5.000E-02,
Horizontal Old Position,1.960E-01,Horizontal Old Position,1.960E-01,
Firmware,V1.34,Firmware,V1.34,
Time,15-Jul-23 21:38:03,Time,15-Jul-23 21:38:03,
Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,
-5.400000e-02,-0.060000,-5.400000e-02,-30.000000,
-5.395000e-02,-0.060000,-5.395000e-02,-30.000000,
-5.390000e-02,-0.060000,-5.390000e-02,-30.400000,
-5.385000e-02,-0.060000,-5.385000e-02,-30.000000,
-5.380000e-02,-0.040000,-5.380000e-02,-30.400000,
-5.375000e-02,-0.040000,-5.375000e-02,-30.000000,
-5.370000e-02,-0.040000,-5.370000e-02,-30.000000,
-5.365000e-02,-0.060000,-5.365000e-02,-30.000000,
-5.360000e-02,-0.040000,-5.360000e-02,-30.400000,
-5.355000e-02,-0.020000,-5.355000e-02,-30.400000,
-5.350000e-02,-0.020000,-5.350000e-02,-30.000000,
